V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	Q1	Q2	Q3	Q4	Q35	Q35_TEXT	Q5	Q5_TEXT	Q6	Q8	Q10	Q36	Q33_1	Q33_2	Q33_3	Q33_4	Q33_5	Q33_6	Q33_7	Q33_8	Q33_9	Q33_10	Q33_11	Q33_12	Q33_13	Q33_14	Q33_15	Q33_16	Q33_17	Q33_18	Q33_19	Q33_20	Q33_21	Q33_22	Q33_23	Q33_24	Q33_25	Q33_26	Q33_27	Q33_28	Q33_29	Q33_30	Q37	Q38	Q39	LocationLatitude	LocationLongitude	LocationAccuracy
R_bO6GrIWYiyf3n7f	Default Response Set	Anonymous			72.174.12.95	0	4/24/2014 19:45	4/24/2014 20:16	1	1	1	4	1	2		3		2	2	8	2	2	1	2	2	1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	2	2	2	2	2	2	No			46.94020081	-113.8497009	-1
R_b19TZf5Zu4JKfl3	Default Response Set	Anonymous			137.205.202.218	0	4/25/2014 4:09	4/25/2014 4:20	1	1	2	5	1	2		1		2	3	8	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	2	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	Yes but not in an unproductive way. 	Make suggestions to improve how evaluation is done in your Library. In our case it is senior staff in Human Resources. These evauation policies may come to the library from University policies - in this case you would have to try and influenec University policies.	Not without thinking it through more.	52.28329468	-1.583297729	-1
R_d0Sk63X4FJjCNwh	Default Response Set	Anonymous			209.239.200.157	0	4/25/2014 6:27	4/25/2014 6:31	1	1	2	5	1	2		1		1	3	8	2	2	1	1	1	1	2	1	2	2	1	2	1	1	1	1	2	1	2	2	1	1	2	2	1	2	1	1	2	2	1	A past poor evaluation ; negative things (discriminatory) said of me by Superiors	Create better self-esteem inside your self	Do your best at all times; leave no openinsg to negative views based on job performance	42.27059937	-71.84790039	-1
R_cOQIFaRvwsoKGHj	Default Response Set	Anonymous			85.65.100.127	0	4/25/2014 6:37	4/25/2014 6:47	1	1	2	2	6	2		1		2	2	8	2	2	1	1	2	1	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	1	2	2	1		evaluation of the employee should be written collaboratively with the employee combined with the employer's explanation to each side of the evaluation	relax	31.77999878	35.22999573	-1
R_0wTxTLM29Es6qB7	Default Response Set	Anonymous			136.160.157.115	0	4/24/2014 11:42	4/25/2014 8:59	1	1	1	1	1	2		3		2	2	8	2	2	1	1	2	1	1	1	2	1	2	1	1	1	1	2	2	1	1	2	2	2	1	2	1	1	2	1	2	2	2	Maybe.  I may be less confident in myself and opinions and assertive in conference and professional networking situations.	My present workplace is great. They are very casual about things that need improving giving plenty of time before a formal evaluation is made for correction of things being evaluated. 	"You can't do anything about it, so just be yourself and if it isn't working for you, try to leave. "	39.28109741	-76.65149689	-1
R_1TDPIo02wgPoI4t	Default Response Set	Anonymous			66.213.97.2	0	4/25/2014 8:19	4/25/2014 9:05	1	1	2	1	1	1		3		2	2	8	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	1	2	1	1	"No, not in any significant way. I am lucky to work for an organization that recognizes hard work. I know that doing my job to the best of my ability will guarantee a good review, although I am always a little nervous around evaluation time."	Expectations need to be clearly defined and communicated to staff members. Superviors need to assure staff members that meeting these expectations will result in a good review. I think fear results from an unawareness of evaluation criteria or if the evaluation feels arbitrary.    	"Foster an open relationship with your supervisor by asking for their expectations and whether or not they are being met. It would be helpful to have an ongoing, informal evalution dialogue between staff and supervisors instead of a once a year ""big"" event. I think that fear will dissipate if the focus is taken away from the ""big"" event evalution and is done informally throughout the year.     "	40.28269958	-83.05590057	-1
R_4NRXrrfqR2ACasR	Default Response Set	Anonymous			65.254.18.194	0	4/25/2014 9:06	4/25/2014 9:11	1	1	1	2	1	1		3		2	2	8	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	"In the beginning, I set few boundaries with co-workers and am now paying for it. I feel much pressure to always step up and never talk back, even when I am being disrespected."		Set boundaries early. It is perfectly acceptable to demand respect for yourself and you do that by making your voice heard and clear.	40.7980957	-73.06800079	-1
R_ctP0HACiXcuAuvX	Default Response Set	Anonymous			209.206.245.254	0	4/25/2014 8:44	4/25/2014 9:27	1	1	1	3	1	6	medical (hospital)	5	all of the above	1	4	7	2	2	1	1	2	2	2	1	2	1	2	1	2	1	1	2	2	2	1	1	1	2	1	2	1	1	2	1	1	2	1	"Yes, because it has helped me strive to consistently provide service where people will have a positive evaluation on me and my services.  Because of years cultivating reasons why people should give me a positive evaluation, I am well respected and actually just recently found out that my organization and colleagues really do think positively of me and my services, when i didn't think of myself positively.  If I didn't care about negative evaluations, I probably wouldn't go the extra mile all the time to really reduce the risk of a negative evaluation."	"Leadership retreats (PNLA, MPLA), workshops, books (there are some GREAT books on self-development out there!), articles, Continuing Education on relevant topics, and opportunities for employees to go to non-library leadership retreats, with no one else from their library, or at most, one trustworthy co-worker from their library."	"Be gentle and patient with yourself.  You're a work in progress, and you have to have these experiences to build empathy, which makes you a far better person for helping others.  When the time is right for you, and you're open to self-development, you will pick up life lessons and learnings which will help lessen the fear of negative evaluation.  It's helpful to know that even those who don't seem to care what others think of them really honestly don't plan to do shoddy work.  Everyone intrinsically wants to do good....even the person doing the evaluation may not be good at doing evaluations.  It's not you personally, are you being hard on yourself?  Do you really know yourself?  Can you see yourself through others' eyes?  I once had a wise manager in my organization tell me, if you hear something negative from one or two people, automatically dismiss it.  If you start to hear it from three or more, perhaps pay attention.  The trick is to make sure you heard them say it, that it's just not your assumption or your internal thought you're placing on someone else.  With me being insecure, I had a wake up call when I was sitting in an audience of a business conference (non-library) lecture and the speaker stated clearly that being insecure is actually the same as being selfish - I had an initial intense reaction in my mind ""What?!  No it's not!  I give myself away to make sure people think positively of me!!"" but as I quieted my mind and kept listening, the lecturer went on to explain; with fear, your focus is inward, in to the self, hence selfish.  So, to not be selfish, your focus should be outside of your self, serving others; you're seeking to help others.  I concluded being a great librarian is focusing on others, outward, seeking what information gaps others have and how you can fill those gaps for them to make life easier for them.  Once you consistently focus on that, you will one day realize that your fear of negative evaluation isn't as gripping as it was when you initially started focusing outward.  I am at a point in my life and career that I'm still surprised by all the positive acknowledgements, but I don't have that gripping sense of fear any more. "	48.19869995	-114.3856964	-1
R_55zIDxCPcKt52br	Default Response Set	Anonymous			206.77.150.101	0	4/25/2014 9:33	4/25/2014 9:50	1	1	1	4	3	2		3		2	2	8	2	2	1	1	1	1	2	1	2	1	2	2	2	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	"not sure. my fear is not stifling; however, the anxiety that I feel about what supervisors or administrators think stifle my interactions with them. i do elicit feedback. i wait for the annual evaluation. or wait to see if i receive kudos or accolades or pats on the back from them. if i were less concerned of about this i'd probably put myself ""out there"" more instead of holding back."	"library supervisors and library administrators need to have these discussions with employees. i've had only one supervisor say that the annual evaluation process was a conversation, not a one-way process supervisor to employee. she believed that there should be no surprises at the annual review because issues will have been addressed long before the annual review sit-down."	"not sure if this fear of negative evaluation is a gender issue, but i find that my male librarian colleagues are not fearful at all--they say what they mean. they're not afraid of ""playing nice"" and seem to be less concerned about being judged by colleagues. my advice would be to realize that there's no such thing as perfection. talk to a variety of colleagues and get their advice, take professional development webinars that address what are the actual underlying reasons for the ""fear."" "	30.32980347	-97.70149994	-1
R_ePcacetRVPHEE3b	Default Response Set	Anonymous			208.119.130.2	0	4/25/2014 9:59	4/25/2014 10:03	1	1	1	2	1	1		3		2	1	8	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	2	1	No	"Make sure that both positive and negative impressions of employees are communicated frequently and not ""saved"" for formal evaluations"	Do the best job you can and take pride in your work	39.48350525	-86.04779816	-1
R_79yPJ4evYQwSPFH	Default Response Set	Anonymous			216.187.131.101	0	4/25/2014 10:03	4/25/2014 10:15	1	1	1	2	1	6	Medical	3		2	3	8	2	2	2	1	2	2	2	1	2	1	2	2	2	1	1	2	1	1	1	1	2	2	1	2	1	1	2	2	1	2	1	No			45.76609802	-108.5789032	-1
R_7QauJMC9bIJaXgF	Default Response Set	Anonymous			184.74.178.10	0	4/25/2014 10:32	4/25/2014 10:35	1	1	1	2	1	3		3		2	1	8	2	2	1	2	2	1	2	1	2	1	2	2	1	1	1	2	1	2	2	2	2	2	1	2	1	1	1	1	1	2	1				40.75169373	-73.99720001	-1
R_0CZcHKIfwDU0R9j	Default Response Set	Anonymous			216.220.15.211	0	4/25/2014 10:27	4/25/2014 10:36	1	1	1	3	1	2		2		1	3	1	2	2	1	2	2	1	2	2	2	1	2	2	2	1	1	2	2	2	2	1	2	2	1	2	1	1	2	1	2	2	1	No	Try to make the process less adversarial.  Foster an environment of improvement rather than perfection.  Be kind to one another.	Document your achievements and admit your faults.  Own the good and the bad and the evauationg will take care of itself.	45.76609802	-108.5789032	-1
R_aWqh6o312UodoA5	Default Response Set	Anonymous			204.184.4.34	0	4/25/2014 10:34	4/25/2014 10:39	1	1	2	4	1	1		1		1	4	4	1	2	1	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	1	1	1	2	1	1	2	2	1	1	2	2	No	"Evaluation is a part of our profession. Unless it is used for intimidation purposes, there is little reason to fear it. It should be viewed as an opporutnity to find out how one can improve his.her performance."	Same as above	38.88169861	-92.40200043	-1
R_d5SoHpZHS7vVW4d	Default Response Set	Anonymous			130.65.109.201	0	4/25/2014 11:23	4/25/2014 11:28	1	1	1	3	2	1		3		2	4	8	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	2	2	1	1	2	2	1	1	1	I am reluctant to take risks or try new endeavors. 	"More training for supervisors on coaching, mentoring their staff (and communication) so that their librarians will have certainty of what is expected of them."	None	37.18940735	-121.7052994	-1
R_0O5iRkFFy9eWIvj	Default Response Set	Anonymous			153.90.170.69	0	4/25/2014 10:53	4/25/2014 11:53	1	1	1	3	1	2		1		1	5	4	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	"Yes,  I don't take many risks because I fear failing will mean a negative evaluation."	Encourage experimentation and when ideas fail look at that positively as a valuable learning experience.		45.62800598	-110.9012985	-1
R_cvesdDxL6E3CJPD	Default Response Set	Anonymous			137.45.212.221	0	4/25/2014 11:34	4/25/2014 11:53	1	1	1	2	1	2		3		2	2	11	2	2	1	1	2	1	2	1	2	1	2	2	2	1	1	2	1	2	1	2	2	2	1	2	1	1	1	1	1	2	2	"No - if anything, it's made me work harder.  However, not having an outstanding review makes me annoyed...sometimes the standards seem arbitrary. "	Have more concrete suggestions for improvement; rubrics		37.13749695	-80.55059814	-1
R_0cAfYeqAtpzybjL	Default Response Set	Anonymous			66.213.81.2	0	4/25/2014 12:19	4/25/2014 12:22	1	1	1	7	7	1		3		2	2	8	2	2	1	1	2	1	2	1	2	1	2	2	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1				40.12409973	-82.38279724	-1
R_aXHn7KDSazzXuKx	Default Response Set	Anonymous			168.156.225.177	0	4/25/2014 13:02	4/25/2014 13:09	1	1	2	4	1	2		3		2	5	8	1	2	1	1	2	1	2	1	1	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	Yes. Fear of negative evaluations often keeps me from speaking up in meetings or suggesting new initiatives. It seems safer to maintain a low profile.	Seeking out opinion and feedback for everyone.  Encourage risk taking; assure staff that it is better to try something new and risk failing than not do anything new.  Have staff do a self evaluation before meeting with superviors for performance review. Set clear expecations and goals.	No.	47.13160706	-122.4067993	-1
R_ehzbuH8JxLkUVNj	Default Response Set	Anonymous			72.174.93.240	0	4/25/2014 13:14	4/25/2014 13:18	1	1	1	2	1	1		4		2	2	8	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	No. I worry more about my seeming lack of experience than evaluations I've received.		"Sadly it's a fear I have, but I'm hoping this study will help me and others like me!"	45.77200317	-110.9348984	-1
R_1SVVP9281Br1wyN	Default Response Set	Anonymous			69.144.182.1	0	4/25/2014 15:04	4/25/2014 15:08	1	1	1	2	1	3		5	all of the above	1	1	8	3	2	1	1	2	1	2	2	2	1	2	1	2	1	1	2	2	2	1	2	1	2	2	2	1	1	2	1	2	1	1	no	"different format for evaluations, more informal setting"	get some confidence from having some good evaluations	45.87049866	-108.4742966	-1
R_e5UIRgSEs2Gwmix	Default Response Set	Anonymous			156.26.96.97	0	4/25/2014 15:31	4/25/2014 15:37	1	1	1	2	7	2		1		2	2	8	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	2	2	1	1	2	1	2	1	1	2	2	1	1	1	I worry when I have been given a new assignment. I worry specifically about failure in those projects. 		Perhaps to try to let go or ignore the imposter syndrome we all fear--all it does is increase our anxiety and stress levels. Frankly we are doing better than we think we are anyway. We are truly our own worst critic. 	37.69360352	-97.48040009	-1
R_9H0BLjHvmOpUu8Z	Default Response Set	Anonymous			137.229.78.189	0	4/25/2014 16:28	4/25/2014 16:48	1	1	1	2	1	2		5	Technical and Public Services	1	2	8	2	2	1	1	2	2	2	1	2	1	2	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	2	2	2	2	2	"No, I do my work to the best of my abilities and do so whole heartily. I just need to work on my confidence issues, I know they are internal."	"I think that communication is important in any type of relationship; continual communication,  occasional appraisal and constructive criticism are good. I think every manager/supervisor at every level should take supervisory training, at least every few years.  Evaluations should be treated as a friendly communication/constructive activity, and not as a disciplinary action. "	"Try changing your lookout on life by evaluating your own areas where you lack in confidence. Keep a positive attitude, do your work to the best of your abilities. Try not to take constructive criticism as something personal, we all have areas we need improving upon. "	64.83779907	-147.7164001	-1
R_0ob3pVC44qJa3Nb	Default Response Set	Anonymous			63.205.15.187	0	4/25/2014 19:10	4/25/2014 19:16	1	1	1	5	1	6	State Agency	3		2	7	8	1	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	1	1	It has kept me from applying for higher levels of positions	Work for a consensus-governed environment; one of problem-solving instead of blame-laying.  Libraries seem to attract staff with passive agressive tendencies and it is often hard to get open candor.	Lots of therapy and positive self-talk.  If I hadn't done that I would not have gotten as far as I did.	38.89660645	-121.0769043	-1
R_55fY8vY6T13RYWh	Default Response Set	Anonymous			173.251.103.226	0	4/26/2014 8:05	4/26/2014 8:11	1	1	1	4	6	1		3		1	4	8	2	2	1	2	2	1	2	1	2	1	2	2	2	1	1	2	1	1	2	1	2	2	1	2	1	1	2	1	2	2	1	It makes me be diligent and conscientious about my performance. It makes me a stronger employee.	Less micromanagement and a stronger confidence that employees will do the right thing.	Make sure there isn't anything you do for anyone to complain about.	40.87319946	-73.08119965	-1
R_0Gm8Ml5T5yFWjQh	Default Response Set	Anonymous			66.213.15.238	0	4/26/2014 8:22	4/26/2014 8:40	1	1	1	2	1	1		3		1	3	4	2	2	1	1	2	1	2	2	2	1	2	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	2	2	1	"I don't think so. I've always had an excellent work ethic, which means that I try to do my very best with everything I do. My fear is that I will have something negative in my evaluation, even if I do a good job. In other words, I fear being treated unfairly."	"Never surprise employees with negative notes on their annual evaluation. These things should be addressed throughout the year as they come up, giving the employee a chance to communicate about it and possibly improve it."	Do the very best job you can and utilize all of your resources to learn and improve on your shortcomings; and be honest and communicate about what you're doing. And also realize that you're ALWAYS your own worst critic. What may be the end of the world to you may only be perceived as a minor blip to your superiors (if they even notice at all).  	41.59309387	-81.52680206	-1
R_2cz1aheoIIaw8wR	Default Response Set	Anonymous			66.213.15.239	0	4/26/2014 8:45	4/26/2014 9:04	1	1	1	3	1	1		3		2	4	8	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	1	1	1	2	1	2	1	1	2	1	2	2	1	Yes-in the fact that hard work is not accurately being recognized because administration tells supervisors NOT to give out any exceeds.	I think supervisors should evaluate the way they want and NOT because administration tells them not to give high marks	I would say not to worry about how you're evaluated because sometimes you will never get proper credit-just like everyone else unfortunately.	41.59309387	-81.52680206	-1
R_4JBaLRQD3jKyWDH	Default Response Set	Anonymous			69.63.163.200	0	4/26/2014 9:20	4/26/2014 10:18	1	1	1	1	1	1		3		1	1	8	3	2	1	1	2	1	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	2	1	1	1	2	2	1	1	2	1		Supervisors need to converse with their employees more thoughout the year as opposed to just waiting for a formal evaluation.		30.44799805	-91.1289978	-1
R_d5qJf1xyG5Gs7qJ	Default Response Set	Anonymous			66.213.36.2	0	4/26/2014 14:18	4/26/2014 14:25	1	1	1	3	1	1		3		2	2	8	2	2	1	1	2	1	2	2	1	2	2	2	2	2	1	2	2	1	2	1	1	2	2	2	1	1	2	1	1	1	1	no			41.66389465	-83.55519867	-1
R_cPcKvJhclLdahtb	Default Response Set	Anonymous			123.202.246.235	0	4/27/2014 8:22	4/27/2014 8:45	1	1	2	4	5	2		1		1	7	4	2	2	2	2	2	2	1	2	1	2	1	2	1	2	2	1	1	2	1	2	2	1	1	1	2	2	1	1	2	2	2	"No. I don't feel it this way. If the negative evaluaiton is not based on facts, it only reflects the poor performance of the evaluator."	Mandatory training on how to conduct performance evaluation for all superviosrs and employees. HR could change how evaluation should be done such as adding peer evaluation to balance supervisor's.	" Learn to document one's achievements whether it is minor or major. Use them to build up one's confidence. Also, use the facts and figures to counter against any negative evaluation. Don't feel bad when one's supervisor is incompetent. They are everywhere."	22.28329468	114.1499939	-1
R_eLNxfaRcQZB1Qbj	Default Response Set	Anonymous			146.7.113.76	0	4/27/2014 13:59	4/27/2014 14:05	1	1	1	2	4	2		5	reference/instruction	2	2	11	2	2	1	1	2	1	2	1	1	1	2	1	2	1	1	2	1	2	2	1	1	2	1	2	1	1	2	1	2	2	1	"No, I have never received a negative evaluation"	I'm not sure.  I think many people have this fear.  I think just support from dept. heads or coworkers might help.  support and training	Not sure.  I know that I do really great work but there's always that fear of being negatively evaluated.  There are many subjective opinions that show up in my evaluations that I do not think are fair and I've seen people's opinions cloud coworkers evaluations.  Seems that many of our evaluations are not fair so that would be a start but having standardized evaluations not based on subjective opinions.  	37.21530151	-93.29820251	-1
R_1WU1OI1BG3L3GW9	Default Response Set	Anonymous			198.60.233.2	0	4/28/2014 10:57	4/28/2014 11:02	1	1	1	4	1	2		2		1	6	8	2	2	1	1	2	2	2	1	2	1	2	2	2	1	1	2	1	1	2	1	1	2	1	2	1	1	2	1	2	1	1	I feel that I have made decisions based on getting positive evaluations rather than what I think is best.	Open communication where everyone is entitle to voice their opinion without repercussions.	none	42.56300354	-114.4608994	-1
R_af54qJ5YuYGrsB7	Default Response Set	Anonymous			134.50.240.121	0	4/28/2014 10:59	4/28/2014 11:06	1	1	1	2	1	2		3		2	3	10	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	"No.  While no one wants a negative evaluation, you can't let the fear of one weigh on you too much.  You just have to do the best job that you can, meet the challenges that come up, and get with supervisors if there are things that can't be resolved.  There's always room for improvement, and that is what you should take away from an evaluation.  "	"They may need to institute a progress report or more frequent meetings with librarians and supervisors.  It can be intimidating to only have one evaluation to base an entire year of work upon, which is what I have now.  I was less stressed when there was one offical evaluation, and one sort of 'mid-term' evaluation.  "	"If you really think that you're going to get a negative evaluation, meet with your supervisor(s) proactively to talk about it.  Come up with solutions to address what you see as the problems, and work through it with your boss.  Not all supervisors will be amenable to this, but showing initiative in solving problems is always a good thing!"	42.63949585	-112.313797	-1
R_57TvQzofc6ZkqIR	Default Response Set	Anonymous			74.118.22.223	0	4/28/2014 10:50	4/28/2014 11:17	1	1	1	1	1	2		3		2	1	11	2	2	1	1	2	1	2	1	1	1	2	2	2	1	1	2	1	2	2	1	1	2	1	2	1	1	2	1	1	2	1	"no, because i think it's mostly in my head. i think i appear to be capable and responsible, but i am still anxious."	"open door policies, avoiding talking in hushed voices within office spaces, keeping communication open."	"Ha, I know all the advice, but it is difficult to follow. I have seen paranoia in the work place, and it's not a 'strong' or 'capable' look, so I think it's important to keep it to yourself and understand that it's mostly in your head, and you're probably fine if you're doing your work well, getting positive feedback, keeping a PMA, and not making anyone feel uncomfortable.  I do feel that I’m an overly anxious person about my performance, and others opinions about me, as my results probably show, but I feel like my anxiety is not always a bad thing because it pushes me to go out of my way to make myself an important part of what we do, and to take every opportunity where I can help others and do my job well. I've been dealing with it my whole life, and I've learned to handle it so far…."	46.16830444	-116.9203949	-1
R_ePq914N7OLFqzMF	Default Response Set	Anonymous			208.46.237.36	0	4/28/2014 11:12	4/28/2014 11:20	1	1	2	2	1	1		2		1	4	4	2	2	1	1	2	1	2	2	2	2	2	2	2	1	1	2	1	2	2	1	1	2	2	2	2	1	1	1	1	2	1	"Yes, because too often personality is judged higher than production and success in public libraries. "	"Performance should outweigh personality. Working so much with women, this line is oftentimes blurred. "	"Back up everything you do with monthly reports, keep emails filed, and always follow up a directive from a superior with an email asking for a re-statement od directives in order to have written documentation."	48.34320068	-116.453598	-1
R_8HwDlsv4B91jRMF	Default Response Set	Anonymous			174.46.198.26	0	4/28/2014 11:34	4/28/2014 11:53	1	1	2	4	1	1		2		1	5	1	2	2	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	The toughest evaluation is the job interview.  I beleive there are times when my responces to questions are couched in my lack of understanding of their real question and my desire to be honest.	"Fear of negative evaluation for me comes from the fear of job security, I watched my father get layed off a number times.  Supervisors need to help employees understand the dirrernce between on the road out, and construction critizism."	"Do the right thing for the right reason, be loyal to your work and service to your community, and pray your boss is not an egotist."	43.60079956	-116.6102982	-1
R_ebubsrlBIA3Ol9j	Default Response Set	Anonymous			66.193.131.57	0	4/28/2014 12:15	4/28/2014 12:19	1	1	1	2	1	3		2		1	1	8	2	2	2	1	2	1	2	2	2	1	2	1	2	1	2	2	2	1	1	2	2	2	2	2	1	2	2	1	1	2	1	No	"Allow the evaluee to answer questions in writing, such as listing accomplishments and areas they'd like to improve in, prior to the evaluation"		43.54690552	-116.2913055	-1
R_4NjsOlMY6E9EMzH	Default Response Set	Anonymous			74.118.22.223	0	4/28/2014 12:29	4/28/2014 12:34	1	1	1	3	1	2		3		1	3	4	2	2	1	1	2	1	2	1	1	1	2	1	2	2	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	2	1	I am not sure - but sometimes I think I feel so hurt by any negative statements that it us difficult for me to think rationally about the criticism.  It overpowers the positive.	"More frequent, informal meetings. Especially if things are not going well."		46.16830444	-116.9203949	-1
R_0oIE6tJ8FBA7z01	Default Response Set	Anonymous			96.5.148.242	0	4/28/2014 12:40	4/28/2014 12:48	1	1	1	5	1	3		5	District Librarian	1	6	8	2	2	1	1	2	1	2	2	1	2	2	2	2	1	1	2	1	1	1	1	2	1	1	2	1	2	2	1	2	2	2	No.  I appreciate if my supervisor has constructive comments to help me do a better job.  I'm no afraid if she/he is honest.	"Get to know your supervisor better.  On a regular basis, tell her/him what you are doing in the library, both success and small failures."	"Set personal goals and look at them yourself.  When you can show yourself you are meeting those goals, confidence will follow"	43.01860046	-114.7024002	-1
R_5BV14AIApYngRvL	Default Response Set	Anonymous			168.12.243.22	0	4/28/2014 13:14	4/28/2014 13:19	1	1	1	3	1	1		3		2	4	8	2	2	2	1	1	1	2	2	1	1	1	1	1	2	1	2	1	2	1	2	2	1	2	1	2	2	2	1	2	2	2	No	a 360 evaluation	no	33.74110413	-84.10929871	-1
R_bCoKpxEuCMOvW2F	Default Response Set	Anonymous			69.250.126.119	0	4/28/2014 13:43	4/28/2014 13:50	1	1	1	4	1	2		1		1	3	4	2	2	1	2	2	1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	2	2	2	1	2	2	2	1	2	2	no	"people need to have modeled for them what it looks like to try something that might not work and then how to react to that experimentation.  If they can see positive reactions to a negative experience, then they can grow from that experience.  Perfectionists, especially, are very hard on themselves."	"Keep it about the task and not about the person.  This is more difficult when ""personality"" is the negative--how can you ask people to change who they are without making them feel that they're inadequate in some way?"	39.43629456	-76.63890076	-1
R_e2toglKxXhkSaCF	Default Response Set	Anonymous			205.124.145.254	0	4/28/2014 13:58	4/28/2014 14:03	1	1	1	3	1	1		3		2	3	8	2	2	1	1	2	1	2	1	1	1	2	1	2	1	1	2	2	2	2	1	2	2	1	2	1	1	2	2	1	1	1	"I don't think it has, but perhaps i have not applied for management positions because I've felt not good enough to do the job."	more regular evaluations and ongoing informal ones	Still working on it myself.	40.76080322	-111.891098	-1
R_erKQPZNmvjcpg2x	Default Response Set	Anonymous			70.33.22.196	0	4/28/2014 14:46	4/28/2014 14:51	1	1	1	2	1	1		3		2	1	8	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	2	1	2	1	No			48.47610474	-109.2165985	-1
R_3J0yijhoB6hZ12d	Default Response Set	Anonymous			129.101.85.181	0	4/28/2014 14:57	4/28/2014 15:02	1	1	1	2	1	2		3		1	2	10	2	2	1	2	2	1	2	1	1	2	1	2	2	1	1	2	2	2	1	2	1	2	1	2	1	1	2	1	2	1	2	"Perhaps - but I'm becoming more comfortable sticking my neck out, so I think I'll be able to overcome it if so."	Encourage supervisors to offer negative feedback in the same manner they would want to hear it - respectfully and tactfully.	"Realize that negative evaluations can serve as good learning opportunities and a chance to develop thicker skin, too."	46.83630371	-116.6846008	-1
R_25iduNg6qmcNap7	Default Response Set	Anonymous			159.230.52.189	0	4/28/2014 15:04	4/28/2014 15:16	1	1	2	3	1	2		3		2	2	6	2	2	1	1	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	2	1	2	2	2	"The formal evaluation process doesn't bother me too much.  I experience more feelings of doubt when I am interacting with classroom faculty.  It's not so bad that I can't function, but I do get a little jittery sometimes."	Regular progress reports between employee and supervisor should make things easier.  Meet two or three times throughout the year to prepare for an annual evaluation.	"Once you've lived through the experience, it becomes less scary (though the fear never goes away entirely).  Read Marcus Aurelius and Epictetus to keep things in perspective."	37.30160522	-78.39489746	-1
R_cIN5NAHXE8u7oMd	Default Response Set	Anonymous			216.186.48.62	0	4/28/2014 16:01	4/28/2014 16:05	1	1	1	2	1	1		3		2	1	8	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	"Yes. It limits my risk-taking, and it makes me perform less well than normal when I'm being evaluated, because of my nervousness. "	"I think this fear of negative evaluations ties in with introversion, so educating everyone on the real differences between introversion and extroversion can help everyone understand each other. "	"Focus on being the best you can be, and trust that others will see past your minor flaws to your overall worth and good."	47.79359436	-122.3072968	-1
R_cACgOIeGV6Nue1v	Default Response Set	Anonymous			205.221.28.1	0	4/28/2014 18:40	4/28/2014 18:46	1	1	1	2	1	2		3		1	2	4	2	2	1	1	2	1	2	1	2	1	2	2	2	1	1	2	2	1	2	1	1	2	1	2	1	1	2	1	1	1	1	"I am not worried about getting negative evaluations from my supervisor. My FNE would be from colleagues. It affects me by making me extremely eager to please, meaning I sometimes go beyond the extra mile to get positive feedback from those I serve."	"Discuss the concept openly, provide professional development related to liaison work & interacting with colleagues, especially other faculty"	"Keep & review positive feedback, both formal & informal"	42.55070496	-90.69309998	-1
